ID,Label,AAC_A,AAC_C,AAC_F,AAC_G,AAC_I,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y,Length,NetCharge,pI,K_frac,R_frac,H_frac,D_frac,E_frac,GRAVY,HydrophobicFrac,AromaticFrac,BomanIndex
Positive_1159,1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.0,-0.476849,5.494989,0.0,0.0,0.0,0.0,0.0,3.5,1.0,0.5,-3.51
Positive_1376,1,0.227273,0.0,0.0,0.0,0.0,0.363636,0.0,0.0,0.045455,0.0,0.0,0.0,0.0,0.0,0.0,22.0,3.693936,10.477805,0.181818,0.0,0.181818,0.0,0.0,0.427273,0.590909,0.0,-0.344091
Positive_1146,1,0.238095,0.0,0.0,0.095238,0.095238,0.285714,0.0,0.047619,0.0,0.0,0.0,0.0,0.0,0.0,0.047619,21.0,3.595274,10.176995,0.190476,0.0,0.0,0.0,0.0,0.933333,0.666667,0.047619,-1.014762
Negative_F1839,0,0.191176,0.029412,0.044118,0.058824,0.088235,0.102941,0.014706,0.044118,0.0,0.044118,0.058824,0.029412,0.088235,0.029412,0.0,68.0,5.491064,9.835764,0.117647,0.014706,0.0,0.014706,0.029412,0.622059,0.558824,0.073529,0.043235
Negative_F1590,0,0.076923,0.0,0.153846,0.076923,0.230769,0.076923,0.0,0.0,0.0,0.0,0.153846,0.0,0.0,0.076923,0.0,13.0,1.552442,10.002737,0.153846,0.0,0.0,0.0,0.0,1.076923,0.615385,0.230769,-0.986154
Negative_F1789,0,0.014085,0.056338,0.042254,0.028169,0.042254,0.056338,0.0,0.014085,0.056338,0.056338,0.112676,0.112676,0.056338,0.042254,0.042254,71.0,12.152501,10.224444,0.140845,0.070423,0.028169,0.014085,0.014085,-0.739437,0.295775,0.126761,2.205493
Negative_F1515,0,0.0,0.0,0.086957,0.173913,0.217391,0.086957,0.0,0.0,0.0,0.0,0.086957,0.0,0.043478,0.0,0.0,23.0,0.774706,8.789958,0.043478,0.0,0.26087,0.0,0.0,0.591304,0.434783,0.086957,-0.343043
Negative_F1041,0,0.066667,0.166667,0.0,0.033333,0.133333,0.033333,0.0,0.033333,0.0,0.0,0.133333,0.166667,0.066667,0.0,0.0,30.0,4.472757,9.265864,0.166667,0.0,0.0,0.0,0.0,0.54,0.3,0.0,0.573333
Negative_F2183,0,0.058824,0.0,0.0,0.294118,0.117647,0.294118,0.0,0.0,0.058824,0.0,0.0,0.0,0.117647,0.0,0.0,17.0,0.554947,8.750052,0.058824,0.0,0.0,0.0,0.0,1.805882,0.588235,0.0,-2.557647
Negative_F1299,0,0.0,0.0,0.2,0.066667,0.2,0.066667,0.0,0.133333,0.066667,0.0,0.066667,0.0,0.0,0.0,0.0,15.0,2.552417,11.166263,0.133333,0.066667,0.0,0.0,0.0,0.24,0.466667,0.2,0.876
Negative_F224,0,0.0,0.0,0.217391,0.130435,0.086957,0.043478,0.0,0.043478,0.0,0.043478,0.043478,0.0,0.173913,0.0,0.0,23.0,0.669631,9.748474,0.0,0.043478,0.173913,0.0,0.0,0.752174,0.521739,0.217391,0.021739
Negative_F2017,0,0.26087,0.0,0.0,0.086957,0.0,0.0,0.0,0.0,0.108696,0.021739,0.0,0.043478,0.0,0.0,0.0,46.0,19.558786,11.218031,0.434783,0.021739,0.0,0.0,0.021739,-1.715217,0.26087,0.0,2.563696
Negative_F850,0,0.166667,0.0,0.0,0.083333,0.166667,0.041667,0.0,0.083333,0.0,0.041667,0.041667,0.041667,0.041667,0.041667,0.0,24.0,3.545371,10.176866,0.208333,0.0,0.0,0.041667,0.0,-0.145833,0.458333,0.041667,0.882083
Negative_F562,0,0.047619,0.095238,0.0,0.047619,0.0,0.047619,0.0,0.0,0.0,0.0,0.0,0.0,0.238095,0.095238,0.142857,21.0,5.500779,10.851786,0.0,0.285714,0.0,0.0,0.0,-0.071429,0.571429,0.238095,2.611905
Negative_F285,0,0.0,0.142857,0.285714,0.071429,0.142857,0.0,0.0,0.0,0.071429,0.0,0.0,0.071429,0.071429,0.0,0.0,14.0,1.503435,8.903745,0.142857,0.0,0.0,0.0,0.0,1.35,0.5,0.285714,-1.116429
Negative_F585,0,0.166667,0.0,0.0,0.041667,0.083333,0.166667,0.0,0.166667,0.0,0.083333,0.0,0.0,0.041667,0.041667,0.0,24.0,0.601853,8.54111,0.125,0.0,0.0,0.041667,0.041667,-0.225,0.5,0.041667,1.072917
Negative_F2053,0,0.1,0.0,0.1,0.15,0.15,0.1,0.05,0.05,0.05,0.0,0.1,0.0,0.05,0.0,0.0,20.0,1.552442,10.002737,0.1,0.0,0.0,0.0,0.0,1.035,0.55,0.1,-0.9425
Negative_F335,0,0.15625,0.0,0.0,0.15625,0.09375,0.09375,0.0,0.0,0.0625,0.0,0.0625,0.0,0.21875,0.0,0.0,32.0,4.2407,10.602164,0.15625,0.0,0.0,0.0,0.0,1.15625,0.5625,0.0,-1.15625
Negative_F649,0,0.078947,0.0,0.0,0.263158,0.105263,0.078947,0.0,0.026316,0.0,0.105263,0.026316,0.026316,0.052632,0.0,0.026316,38.0,4.580141,10.295295,0.131579,0.026316,0.026316,0.0,0.026316,-0.310526,0.342105,0.026316,0.834211
Negative_F1706,0,0.026316,0.026316,0.013158,0.039474,0.052632,0.131579,0.039474,0.039474,0.065789,0.065789,0.078947,0.052632,0.065789,0.0,0.0,76.0,-1.423804,6.1076,0.078947,0.052632,0.026316,0.052632,0.092105,-0.486842,0.328947,0.013158,2.04
Negative_F21,0,0.058824,0.0,0.058824,0.117647,0.235294,0.058824,0.0,0.0,0.0,0.0,0.117647,0.0,0.117647,0.0,0.0,17.0,0.589515,8.598358,0.117647,0.0,0.058824,0.058824,0.0,1.052941,0.529412,0.058824,-0.474706
Negative_F566,0,0.054054,0.0,0.108108,0.054054,0.108108,0.081081,0.0,0.027027,0.027027,0.054054,0.027027,0.027027,0.027027,0.0,0.0,37.0,5.28101,11.000063,0.135135,0.135135,0.027027,0.027027,0.081081,-0.681081,0.378378,0.108108,2.809459
Negative_F885,0,0.043478,0.0,0.086957,0.086957,0.043478,0.26087,0.043478,0.0,0.043478,0.0,0.043478,0.0,0.086957,0.0,0.0,23.0,5.54738,11.999968,0.173913,0.086957,0.0,0.0,0.0,0.747826,0.565217,0.086957,0.04
Negative_F334,0,0.241379,0.0,0.0,0.068966,0.137931,0.137931,0.0,0.0,0.103448,0.0,0.068966,0.0,0.034483,0.0,0.0,29.0,5.238195,10.69906,0.206897,0.0,0.0,0.0,0.0,0.668966,0.551724,0.0,-0.615517
Negative_F140,0,0.0,0.193548,0.096774,0.032258,0.064516,0.032258,0.0,0.032258,0.032258,0.032258,0.0,0.16129,0.032258,0.0,0.064516,31.0,6.405246,9.802885,0.0,0.225806,0.0,0.0,0.0,-0.2,0.290323,0.16129,3.012581
Negative_F1715,0,0.0,0.083333,0.083333,0.0,0.0,0.25,0.0,0.0,0.166667,0.0,0.166667,0.0,0.083333,0.0,0.0,12.0,1.527938,9.314086,0.166667,0.0,0.0,0.0,0.0,0.691667,0.416667,0.083333,-0.43
Negative_F908,0,0.0,0.153846,0.153846,0.0,0.076923,0.076923,0.076923,0.0,0.076923,0.0,0.153846,0.0,0.0,0.0,0.0,13.0,2.50589,9.695868,0.076923,0.153846,0.0,0.0,0.0,0.361538,0.384615,0.153846,1.652308
Negative_F740,0,0.04878,0.146341,0.02439,0.04878,0.0,0.04878,0.0,0.04878,0.097561,0.02439,0.04878,0.04878,0.0,0.073171,0.04878,41.0,7.398622,9.766074,0.073171,0.170732,0.0,0.04878,0.0,-1.15122,0.243902,0.146341,3.33122
Negative_F1842,0,0.0,0.230769,0.0,0.115385,0.038462,0.0,0.0,0.0,0.038462,0.0,0.192308,0.115385,0.0,0.153846,0.0,26.0,-1.59118,4.207757,0.038462,0.0,0.0,0.076923,0.0,-0.15,0.192308,0.153846,0.883077
Negative_F517,0,0.0,0.0,0.076923,0.153846,0.153846,0.307692,0.0,0.0,0.076923,0.0,0.076923,0.0,0.076923,0.0,0.0,13.0,0.554947,8.750052,0.076923,0.0,0.0,0.0,0.0,1.853846,0.615385,0.076923,-2.266923
Negative_F408,0,0.0,0.0,0.0,0.657895,0.0,0.0,0.0,0.052632,0.0,0.0,0.0,0.0,0.0,0.0,0.078947,38.0,-0.157052,7.280188,0.0,0.0,0.210526,0.0,0.0,-1.223684,0.078947,0.078947,0.723158
Negative_F2113,0,0.05,0.1,0.05,0.15,0.0,0.0,0.0,0.0,0.2,0.05,0.05,0.05,0.0,0.05,0.05,20.0,3.495918,9.595362,0.2,0.0,0.0,0.0,0.0,-1.04,0.2,0.15,1.0675
Negative_F1430,0,0.027027,0.0,0.027027,0.054054,0.094595,0.121622,0.013514,0.027027,0.040541,0.081081,0.040541,0.094595,0.054054,0.0,0.013514,74.0,-0.689673,6.561573,0.094595,0.054054,0.013514,0.067568,0.081081,-0.491892,0.351351,0.040541,2.053108
Negative_F2354,0,0.018018,0.108108,0.054054,0.171171,0.027027,0.009009,0.0,0.045045,0.099099,0.027027,0.054054,0.054054,0.072072,0.009009,0.018018,111.0,0.513135,7.663795,0.027027,0.063063,0.063063,0.054054,0.027027,-0.554054,0.207207,0.081081,1.831802
Negative_F953,0,0.021739,0.173913,0.0,0.130435,0.043478,0.065217,0.043478,0.021739,0.0,0.021739,0.021739,0.108696,0.0,0.021739,0.065217,46.0,6.379474,9.202169,0.108696,0.086957,0.021739,0.021739,0.021739,-0.43913,0.26087,0.086957,1.894565
Negative_F1857,0,0.045455,0.030303,0.015152,0.212121,0.030303,0.030303,0.015152,0.045455,0.090909,0.015152,0.136364,0.045455,0.030303,0.015152,0.0,66.0,7.57036,10.966862,0.075758,0.090909,0.030303,0.045455,0.0,-0.95,0.181818,0.030303,2.423485
Negative_F2349,0,0.021277,0.12766,0.021277,0.021277,0.106383,0.042553,0.021277,0.0,0.042553,0.06383,0.085106,0.042553,0.021277,0.0,0.06383,47.0,0.049555,7.464005,0.085106,0.085106,0.0,0.06383,0.085106,-0.529787,0.297872,0.085106,2.485532
Negative_F2216,0,0.241379,0.0,0.017241,0.12069,0.034483,0.155172,0.0,0.0,0.017241,0.034483,0.068966,0.103448,0.103448,0.034483,0.0,58.0,0.589515,8.598358,0.034483,0.0,0.017241,0.017241,0.0,1.056897,0.586207,0.051724,-0.919655
Negative_F1836,0,0.028571,0.0,0.085714,0.028571,0.114286,0.057143,0.057143,0.057143,0.171429,0.0,0.028571,0.028571,0.085714,0.028571,0.0,35.0,3.895303,11.001997,0.085714,0.085714,0.0,0.028571,0.028571,0.017143,0.457143,0.114286,1.023714
Negative_F1250,0,0.04,0.16,0.06,0.08,0.06,0.0,0.02,0.1,0.02,0.04,0.08,0.02,0.02,0.04,0.06,50.0,-0.577245,6.855942,0.06,0.02,0.04,0.04,0.04,-0.446,0.3,0.16,1.609
Negative_F714,0,0.16,0.0,0.04,0.12,0.04,0.08,0.12,0.04,0.0,0.0,0.04,0.04,0.08,0.04,0.0,25.0,0.551503,8.497658,0.12,0.0,0.0,0.04,0.04,0.416,0.56,0.08,-0.0188
Negative_F981,0,0.16,0.0,0.0,0.12,0.12,0.12,0.0,0.04,0.0,0.0,0.0,0.04,0.12,0.0,0.0,25.0,1.58495,9.528379,0.16,0.0,0.04,0.08,0.0,0.54,0.52,0.0,0.0724
Negative_F580,0,0.095238,0.0,0.0,0.02381,0.095238,0.095238,0.0,0.047619,0.119048,0.0,0.02381,0.047619,0.02381,0.02381,0.047619,42.0,-4.301149,4.511447,0.047619,0.071429,0.02381,0.142857,0.071429,-0.77381,0.380952,0.071429,2.415714
Negative_F1295,0,0.125,0.083333,0.083333,0.0,0.041667,0.166667,0.0,0.0,0.083333,0.0,0.0,0.125,0.166667,0.0,0.0,24.0,1.542542,8.957189,0.041667,0.041667,0.041667,0.0,0.0,1.483333,0.583333,0.083333,-0.91125
Negative_F2410,0,0.064516,0.16129,0.032258,0.129032,0.064516,0.064516,0.032258,0.0,0.032258,0.0,0.064516,0.193548,0.032258,0.0,0.0,31.0,2.429744,8.778354,0.096774,0.0,0.032258,0.0,0.0,0.570968,0.290323,0.032258,0.022581
Negative_F2009,0,0.235294,0.117647,0.117647,0.0,0.117647,0.058824,0.0,0.058824,0.058824,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.551254,9.851108,0.176471,0.058824,0.0,0.0,0.0,0.547059,0.529412,0.117647,0.452353
Negative_F2245,0,0.066667,0.0,0.133333,0.133333,0.0,0.066667,0.066667,0.0,0.0,0.0,0.133333,0.0,0.0,0.0,0.066667,15.0,4.554822,11.999968,0.0,0.333333,0.0,0.0,0.0,-0.873333,0.4,0.2,4.308
Negative_F1255,0,0.125,0.083333,0.0,0.041667,0.041667,0.125,0.083333,0.0,0.0,0.0,0.041667,0.041667,0.083333,0.0,0.0,24.0,1.497932,8.787637,0.208333,0.0,0.0,0.083333,0.041667,0.275,0.458333,0.0,0.690833
Negative_F2141,0,0.0,0.0,0.041667,0.0,0.0,0.166667,0.0,0.0,0.041667,0.041667,0.0,0.0,0.125,0.083333,0.041667,24.0,10.539788,11.999968,0.25,0.208333,0.0,0.0,0.0,-0.979167,0.458333,0.166667,3.089167
Negative_F1177,0,0.03125,0.125,0.0625,0.09375,0.0,0.0,0.0,0.09375,0.15625,0.0,0.0625,0.0,0.125,0.03125,0.03125,32.0,5.456783,10.663216,0.0,0.1875,0.0,0.0,0.0,-0.509375,0.28125,0.125,2.568125
Negative_F240,0,0.0,0.170213,0.021277,0.148936,0.0,0.106383,0.021277,0.021277,0.021277,0.0,0.042553,0.06383,0.042553,0.0,0.021277,47.0,5.463146,9.120487,0.06383,0.12766,0.06383,0.042553,0.021277,-0.417021,0.212766,0.042553,2.358723
Negative_F1134,0,0.121212,0.121212,0.0,0.060606,0.151515,0.030303,0.0,0.060606,0.030303,0.0,0.060606,0.121212,0.030303,0.030303,0.0,33.0,1.50314,8.526347,0.090909,0.030303,0.0,0.060606,0.0,0.29697,0.363636,0.030303,0.886061
Negative_F1386,0,0.071429,0.190476,0.02381,0.119048,0.071429,0.02381,0.047619,0.047619,0.047619,0.0,0.0,0.071429,0.02381,0.0,0.0,42.0,1.435828,8.205552,0.142857,0.0,0.02381,0.071429,0.02381,-0.033333,0.261905,0.02381,0.955952
Negative_F1360,0,0.095238,0.095238,0.047619,0.047619,0.047619,0.238095,0.047619,0.0,0.047619,0.0,0.047619,0.095238,0.047619,0.0,0.0,21.0,2.50341,9.503945,0.095238,0.047619,0.0,0.0,0.0,1.166667,0.52381,0.047619,-0.545238
Negative_F294,0,0.0,0.0,0.043478,0.0,0.086957,0.086957,0.0,0.0,0.086957,0.043478,0.0,0.043478,0.173913,0.086957,0.0,23.0,5.552763,11.999968,0.086957,0.217391,0.0,0.043478,0.0,-0.295652,0.478261,0.130435,2.567391
Negative_F215,0,0.0,0.157895,0.0,0.078947,0.026316,0.026316,0.026316,0.052632,0.105263,0.026316,0.052632,0.026316,0.078947,0.0,0.0,38.0,10.473487,10.903296,0.105263,0.184211,0.052632,0.0,0.0,-0.95,0.157895,0.0,3.403684
Negative_F1253,0,0.0,0.206897,0.0,0.103448,0.034483,0.068966,0.034483,0.034483,0.103448,0.0,0.068966,0.137931,0.034483,0.034483,0.034483,29.0,-1.593011,4.370146,0.034483,0.0,0.0,0.034483,0.034483,0.213793,0.241379,0.068966,0.377931
Negative_F2133,0,0.0,0.0,0.137931,0.034483,0.103448,0.103448,0.0,0.0,0.034483,0.0,0.034483,0.0,0.068966,0.0,0.0,29.0,9.539549,11.624568,0.275862,0.137931,0.0,0.0,0.068966,-0.5,0.413793,0.137931,2.435862
Negative_F233,0,0.058824,0.156863,0.039216,0.078431,0.039216,0.039216,0.0,0.117647,0.058824,0.039216,0.058824,0.019608,0.039216,0.019608,0.039216,51.0,3.421837,8.721428,0.078431,0.039216,0.039216,0.0,0.039216,-0.45098,0.27451,0.098039,1.636667
Negative_F2036,0,0.030303,0.0,0.090909,0.151515,0.121212,0.151515,0.030303,0.090909,0.0,0.060606,0.0,0.0,0.0,0.030303,0.0,33.0,4.585127,11.166069,0.121212,0.060606,0.030303,0.0,0.030303,-0.078788,0.454545,0.121212,0.912121
Negative_F822,0,0.034483,0.034483,0.034483,0.12069,0.051724,0.12069,0.0,0.034483,0.034483,0.034483,0.034483,0.103448,0.051724,0.034483,0.034483,58.0,9.554534,10.255324,0.155172,0.034483,0.034483,0.017241,0.0,-0.298276,0.362069,0.103448,1.03431
Negative_F1069,0,0.125,0.15,0.0,0.15,0.025,0.1,0.0,0.075,0.0,0.0,0.05,0.05,0.05,0.0,0.025,40.0,3.52937,8.962604,0.025,0.1,0.05,0.025,0.0,0.0775,0.325,0.025,1.5055
Negative_F2110,0,0.1,0.066667,0.066667,0.166667,0.066667,0.133333,0.033333,0.033333,0.0,0.0,0.033333,0.033333,0.033333,0.0,0.0,30.0,2.496811,9.243171,0.166667,0.0,0.0,0.066667,0.0,0.426667,0.433333,0.066667,0.108
Negative_F271,0,0.1,0.0,0.05,0.1,0.2,0.15,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,20.0,2.628571,11.711343,0.05,0.15,0.1,0.05,0.0,0.345,0.5,0.05,1.4415
Negative_F751,0,0.0,0.206897,0.0,0.172414,0.034483,0.034483,0.0,0.068966,0.103448,0.0,0.068966,0.137931,0.068966,0.034483,0.0,29.0,-0.588472,5.962319,0.0,0.034483,0.0,0.0,0.034483,0.158621,0.172414,0.034483,0.671034
Negative_F497,0,0.136364,0.045455,0.0,0.204545,0.068182,0.022727,0.0,0.159091,0.0,0.0,0.045455,0.068182,0.045455,0.045455,0.045455,44.0,2.493859,9.189984,0.090909,0.0,0.0,0.022727,0.0,-0.313636,0.363636,0.090909,0.861136
Negative_F522,0,0.108108,0.054054,0.081081,0.135135,0.054054,0.108108,0.0,0.027027,0.0,0.027027,0.108108,0.0,0.081081,0.0,0.0,37.0,5.496314,10.207811,0.135135,0.054054,0.0,0.027027,0.0,0.356757,0.432432,0.081081,0.73
Negative_F493,0,0.064516,0.064516,0.064516,0.129032,0.032258,0.064516,0.0,0.064516,0.0,0.0,0.064516,0.16129,0.129032,0.0,0.0,31.0,2.501351,9.388998,0.096774,0.032258,0.0,0.032258,0.0,0.312903,0.354839,0.064516,0.851613
Negative_F538,0,0.012658,0.0,0.189873,0.088608,0.012658,0.0,0.0,0.063291,0.531646,0.0,0.0,0.0,0.012658,0.012658,0.0,79.0,5.607652,11.999968,0.0,0.075949,0.0,0.0,0.0,-0.796203,0.240506,0.202532,0.738481
Negative_F374,0,0.166667,0.083333,0.125,0.0,0.166667,0.041667,0.0,0.0,0.041667,0.0,0.125,0.0,0.083333,0.0,0.0,24.0,3.498424,9.701283,0.166667,0.0,0.0,0.0,0.0,1.3,0.583333,0.125,-0.7925
Negative_F636,0,0.0,0.0,0.142857,0.0,0.142857,0.142857,0.0,0.0,0.071429,0.0,0.214286,0.071429,0.142857,0.0,0.0,14.0,0.250723,8.465102,0.071429,0.0,0.0,0.0,0.0,1.571429,0.571429,0.142857,-1.1
Negative_F322,0,0.021277,0.170213,0.042553,0.06383,0.0,0.042553,0.0,0.085106,0.021277,0.0,0.042553,0.106383,0.0,0.021277,0.021277,47.0,2.428533,8.513066,0.06383,0.12766,0.042553,0.085106,0.042553,-1.174468,0.148936,0.085106,3.773191
Negative_F590,0,0.043478,0.021739,0.021739,0.0,0.043478,0.130435,0.021739,0.065217,0.0,0.021739,0.173913,0.043478,0.173913,0.043478,0.043478,46.0,1.288506,9.101018,0.043478,0.043478,0.021739,0.021739,0.021739,0.5,0.521739,0.108696,0.709565
Negative_F2432,0,0.0,0.0,0.15,0.0,0.05,0.15,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.15,0.0,20.0,3.553487,11.723012,0.1,0.15,0.0,0.0,0.05,-0.4,0.5,0.3,1.693
Negative_F455,0,0.030303,0.060606,0.030303,0.212121,0.0,0.181818,0.0,0.030303,0.0,0.030303,0.060606,0.0,0.151515,0.0,0.0,33.0,2.497485,9.243171,0.151515,0.0,0.0,0.030303,0.030303,0.469697,0.393939,0.030303,-0.042121
Negative_F2337,0,0.0,0.076923,0.076923,0.0,0.076923,0.153846,0.0,0.0,0.076923,0.0,0.0,0.076923,0.076923,0.0,0.0,13.0,4.522902,10.479352,0.307692,0.076923,0.0,0.0,0.0,-0.061538,0.384615,0.076923,1.279231
Negative_F1151,0,0.052632,0.236842,0.0,0.052632,0.0,0.052632,0.0,0.052632,0.184211,0.026316,0.026316,0.026316,0.0,0.052632,0.0,38.0,6.334688,9.268313,0.026316,0.184211,0.0,0.026316,0.0,-0.815789,0.157895,0.052632,2.946842
Negative_F1504,0,0.040816,0.0,0.061224,0.163265,0.040816,0.0,0.0,0.061224,0.132653,0.071429,0.071429,0.020408,0.061224,0.030612,0.010204,98.0,10.671965,10.390901,0.132653,0.020408,0.040816,0.020408,0.020408,-1.05102,0.244898,0.102041,1.717551
Negative_F2302,0,0.111111,0.0,0.083333,0.0,0.0,0.027778,0.027778,0.0,0.166667,0.027778,0.083333,0.111111,0.083333,0.0,0.027778,36.0,2.543871,9.604452,0.166667,0.0,0.0,0.027778,0.055556,-0.544444,0.361111,0.111111,1.284167
Negative_F2255,0,0.090909,0.0,0.018182,0.054545,0.036364,0.054545,0.0,0.0,0.018182,0.036364,0.018182,0.036364,0.163636,0.018182,0.0,55.0,7.574684,10.229215,0.2,0.090909,0.018182,0.018182,0.127273,-0.718182,0.381818,0.036364,2.512364
Negative_F646,0,0.105263,0.0,0.0,0.184211,0.131579,0.026316,0.0,0.026316,0.026316,0.0,0.026316,0.026316,0.105263,0.0,0.026316,38.0,6.648383,10.46923,0.184211,0.026316,0.078947,0.0,0.026316,-0.139474,0.394737,0.026316,0.731842
Negative_F1292,0,0.111111,0.0,0.111111,0.0,0.111111,0.111111,0.055556,0.055556,0.055556,0.0,0.0,0.055556,0.0,0.0,0.0,18.0,4.584032,11.333751,0.222222,0.055556,0.055556,0.0,0.0,-0.077778,0.5,0.111111,1.076667
Negative_F2121,0,0.056604,0.113208,0.018868,0.09434,0.037736,0.037736,0.018868,0.037736,0.037736,0.075472,0.0,0.018868,0.09434,0.018868,0.075472,53.0,1.515015,8.299483,0.09434,0.037736,0.037736,0.056604,0.037736,-0.428302,0.358491,0.113208,1.507736
Negative_F391,0,0.022222,0.177778,0.0,0.177778,0.0,0.044444,0.0,0.088889,0.044444,0.088889,0.133333,0.0,0.0,0.022222,0.044444,45.0,0.459714,7.761558,0.066667,0.022222,0.0,0.044444,0.022222,-0.888889,0.133333,0.066667,2.077333
Negative_F514,0,0.071429,0.071429,0.0,0.107143,0.071429,0.178571,0.035714,0.071429,0.0,0.0,0.0,0.107143,0.035714,0.0,0.0,28.0,2.496811,9.243171,0.178571,0.0,0.0,0.071429,0.0,0.210714,0.392857,0.0,0.583929
Negative_F583,0,0.033333,0.0,0.05,0.016667,0.066667,0.066667,0.0,0.116667,0.033333,0.083333,0.066667,0.083333,0.033333,0.0,0.033333,60.0,-3.34847,4.79496,0.133333,0.0,0.0,0.05,0.133333,-1.183333,0.283333,0.083333,2.750167
Negative_F1209,0,0.0,0.1875,0.125,0.125,0.0625,0.0,0.0,0.0,0.0625,0.0,0.1875,0.0625,0.0625,0.0,0.0,16.0,-1.134435,5.246944,0.0,0.0,0.0625,0.0,0.0625,0.6,0.25,0.125,0.225
Negative_F2385,0,0.0,0.0,0.0,0.114286,0.171429,0.114286,0.0,0.085714,0.057143,0.0,0.0,0.057143,0.028571,0.028571,0.0,35.0,7.887373,11.203783,0.2,0.085714,0.0,0.028571,0.028571,-0.542857,0.342857,0.028571,1.853429
Negative_F1862,0,0.0625,0.125,0.015625,0.109375,0.0,0.015625,0.03125,0.078125,0.03125,0.0,0.046875,0.0625,0.046875,0.046875,0.109375,64.0,5.333693,8.990648,0.078125,0.078125,0.0,0.046875,0.015625,-0.723437,0.328125,0.171875,2.097031
Negative_F621,0,0.133333,0.066667,0.022222,0.011111,0.044444,0.077778,0.022222,0.077778,0.022222,0.055556,0.022222,0.066667,0.033333,0.0,0.022222,90.0,-8.333045,5.15981,0.033333,0.044444,0.077778,0.066667,0.1,-0.615556,0.355556,0.044444,2.355556
Negative_F2211,0,0.0,0.0,0.0,0.0,0.071429,0.285714,0.071429,0.0,0.0,0.0,0.071429,0.071429,0.071429,0.0,0.0,14.0,3.239957,11.999968,0.142857,0.142857,0.071429,0.0,0.0,0.307143,0.5,0.0,1.47
Negative_F2212,0,0.133333,0.0,0.0,0.133333,0.0,0.133333,0.0,0.0,0.0,0.0,0.066667,0.066667,0.066667,0.066667,0.066667,15.0,3.250622,11.999968,0.0,0.266667,0.0,0.0,0.0,-0.473333,0.466667,0.133333,2.938667
Negative_F157,0,0.0,0.2,0.033333,0.233333,0.0,0.0,0.033333,0.0,0.066667,0.033333,0.066667,0.0,0.066667,0.0,0.066667,30.0,3.367154,8.919539,0.066667,0.1,0.0,0.0,0.033333,-0.346667,0.2,0.1,1.587333
Negative_F939,0,0.166667,0.0,0.055556,0.111111,0.166667,0.277778,0.0,0.055556,0.055556,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.552442,10.002737,0.111111,0.0,0.0,0.0,0.0,1.5,0.666667,0.055556,-1.772778
Negative_F1557,0,0.0,0.0,0.0,0.628571,0.0,0.0,0.0,0.028571,0.0,0.0,0.028571,0.0,0.0,0.0,0.114286,35.0,-1.23169,6.6233,0.0,0.0,0.171429,0.0,0.028571,-1.171429,0.114286,0.114286,0.705429
Negative_F47,0,0.222222,0.0,0.0,0.185185,0.037037,0.185185,0.0,0.037037,0.0,0.0,0.037037,0.0,0.074074,0.0,0.037037,27.0,2.546046,9.825643,0.148148,0.0,0.0,0.0,0.037037,0.592593,0.555556,0.037037,-0.517407
Negative_F1101,0,0.025641,0.051282,0.0,0.128205,0.102564,0.051282,0.051282,0.076923,0.051282,0.051282,0.076923,0.025641,0.051282,0.025641,0.051282,39.0,0.266514,7.79895,0.076923,0.0,0.051282,0.025641,0.025641,-0.251282,0.358974,0.076923,0.816667
Negative_F1962,0,0.043478,0.0,0.043478,0.304348,0.086957,0.173913,0.043478,0.0,0.0,0.0,0.0,0.0,0.043478,0.0,0.0,23.0,-0.297426,7.098644,0.043478,0.0,0.173913,0.0,0.043478,0.517391,0.434783,0.043478,-0.707826
Negative_F2224,0,0.0,0.0,0.09375,0.03125,0.125,0.03125,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.03125,32.0,9.554696,11.999968,0.0,0.3125,0.0,0.0,0.0,-1.115625,0.28125,0.125,3.589375
Negative_F2438,0,0.030303,0.181818,0.0,0.090909,0.0,0.030303,0.060606,0.090909,0.030303,0.060606,0.0,0.090909,0.030303,0.0,0.0,33.0,7.196037,9.697479,0.181818,0.060606,0.060606,0.0,0.0,-0.987879,0.151515,0.0,2.581818
Negative_F512,0,0.107143,0.071429,0.0,0.071429,0.071429,0.142857,0.035714,0.071429,0.0,0.035714,0.0,0.071429,0.071429,0.0,0.0,28.0,2.496811,9.243171,0.178571,0.0,0.0,0.071429,0.0,0.203571,0.428571,0.0,0.690357
Negative_F883,0,0.105263,0.0,0.105263,0.105263,0.0,0.105263,0.0,0.052632,0.0,0.0,0.052632,0.0,0.210526,0.0,0.0,19.0,0.550829,8.497529,0.157895,0.0,0.0,0.105263,0.0,0.515789,0.526316,0.105263,0.351053
